REFSEQ,SYMBOL,GENENAME,ENTREZID,GOSLIM_IDS,Ecol-K-12MG1655-1G-CTRL-Rep1,Ecol-K-12MG1655-1G-CTRL-Rep2,Ecol-K-12MG1655-1G-CTRL-Rep3,Ecol-K-12MG1655-1G-CTRL-Rep4,Ecol-K-12MG1655-uG-Clinorotation-Rep1,Ecol-K-12MG1655-uG-Clinorotation-Rep2,Ecol-K-12MG1655-uG-Clinorotation-Rep3,Ecol-K-12MG1655-uG-Clinorotation-Rep4,All.mean,All.stdev,F.p.value,Group.Mean_(1G),Group.Mean_(uG),Group.Stdev_(1G),Group.Stdev_(uG),Log2fc_(1G)v(uG),Log2fc_(uG)v(1G),P.value_(1G)v(uG),P.value_(uG)v(1G),Adj.p.value_(1G)v(uG),Adj.p.value_(uG)v(1G)
NP_418532,yjdM,zinc-ribbon family protein,948621,"GO:0005622, GO:0005737, GO:0005829, GO:0044464",9.147709448,9.3580876,9.228270653,9.353271188,9.10472344,9.524682083,9.330843552,9.57061883,9.327275849,0.025915034,0.35544689,9.382716976,9.271834722,4.691358488,4.635917361,0.110882254,-0.110882254,0.35544689,0.35544689,0.998164659,0.998164659
NP_416319,fadD,acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase),946327,"GO:0003824, GO:0005215, GO:0006629, GO:0006631, GO:0006869, GO:0008152, GO:0016874, GO:0044238, GO:0006810, GO:0051179",8.384284968,8.527664587,8.397180289,8.101115312,8.431014717,8.530794959,8.37870786,8.318507382,8.383658759,0.020847805,0.557463872,8.41475623,8.352561289,4.207378115,4.176280645,0.062194941,-0.062194941,0.557463872,0.557463872,0.998164659,0.998164659
NP_418025,xylH,D-xylose ABC transporter permease,948083,"GO:0005215, GO:0005886, GO:0006810, GO:0008643, GO:0009987, GO:0015144, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179, NA",8.561650682,8.49235734,8.493872569,9.213431031,8.1666051,9.09230795,8.775208305,9.027626151,8.727882391,0.107582894,0.753451048,8.765436877,8.690327906,4.382718438,4.345163953,0.075108971,-0.075108971,0.753451048,0.753451048,0.998164659,0.998164659
NP_417496,ygiW,hydrogen peroxide and cadmium resistance periplasmic protein; stress-induced OB-fold protein,946051,NA,9.015441425,9.282691941,8.998490982,9.601889334,9.086636241,9.316090966,9.264122574,9.241458864,9.225852791,0.037353884,0.986094963,9.227077161,9.22462842,4.613538581,4.61231421,0.002448741,-0.002448741,0.986094963,0.986094963,0.998164659,0.998164659
NP_416207,ydiB,"quinate/shikimate 5-dehydrogenase, NAD(P)-binding",946200,NA,7.63344357,7.708749885,7.611910264,8.377020432,7.554661445,7.726276498,7.703693852,8.18129514,7.812131386,0.076249834,0.837195765,7.791481734,7.832781038,3.895740867,3.916390519,-0.041299304,0.041299304,0.837195765,0.837195765,0.998164659,0.998164659
NP_414679,yadL,putative fimbrial-like adhesin protein,944829,,8.320121369,8.287533009,8.360081826,8.53320856,8.232377808,8.390370374,8.37793667,8.887742623,8.42367153,0.038671485,0.503608186,8.472106869,8.375236191,4.236053434,4.187618095,0.096870678,-0.096870678,0.503608186,0.503608186,0.998164659,0.998164659
NP_416656,galS,galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor,949043,"GO:0003676, GO:0003677, GO:0003700, GO:0005488, GO:0006139, GO:0006351, GO:0008152, GO:0044238, GO:0001071, GO:0016070",9.659425337,9.593717176,9.529665841,9.541081674,9.620261346,9.700477922,9.563221635,9.80898209,9.627104128,0.012346661,0.270402923,9.673235748,9.580972507,4.836617874,4.790486253,0.092263242,-0.092263242,0.270402923,0.270402923,0.998164659,0.998164659
NP_418191,atpH,"F1 sector of membrane-bound ATP synthase, delta subunit",948254,NA,8.97036795,8.877002844,8.893929651,8.533538503,8.928695517,8.653260328,8.707336567,8.610004455,8.771766977,0.026663963,0.437121357,8.724824217,8.818709737,4.362412108,4.409354868,-0.09388552,0.09388552,0.437121357,0.437121357,0.998164659,0.998164659
NP_418539,adiC,arginine:agmatine antiporter,948628,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0006865, GO:0009987, GO:0015171, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",8.551912055,8.447851632,8.562659455,8.113462552,8.287778595,8.727252855,8.68713778,8.656053362,8.504263536,0.035870617,0.234642744,8.589555648,8.418971423,4.294777824,4.209485712,0.170584225,-0.170584225,0.234642744,0.234642744,0.998164659,0.998164659
NP_417538,dnaG,DNA primase,947570,NA,9.348129603,9.27335849,9.19978697,8.754786776,9.230370981,9.063785573,9.167545307,8.608510186,9.080784236,0.057388805,0.474369144,9.017553012,9.14401546,4.508776506,4.57200773,-0.126462448,0.126462448,0.474369144,0.474369144,0.998164659,0.998164659
NP_416234,thrS,threonyl-tRNA synthetase,946222,"GO:0003824, GO:0004812, GO:0005622, GO:0005737, GO:0006139, GO:0006399, GO:0006412, GO:0006418, GO:0006520, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016070, GO:0016874, GO:0019538, GO:0044238, GO:0044464",8.047977258,7.904715176,7.933059036,7.703741442,7.822255333,7.671358552,8.061651005,7.558768956,7.837940845,0.029972959,0.356920884,7.778508462,7.897373228,3.889254231,3.948686614,-0.118864766,0.118864766,0.356920884,0.356920884,0.998164659,0.998164659
YP_588467,arfA,alternate ribosome-rescue factor A,1450289,,8.500298881,8.541372058,8.377727283,7.519739202,8.420121425,7.638149314,8.218034203,7.935459323,8.143862711,0.123338121,0.482633064,8.052941066,8.234784356,4.026470533,4.117392178,-0.18184329,0.18184329,0.482633064,0.482633064,0.998164659,0.998164659
NP_417328,ygeG,SycD-like chaperone family TPR-repeat-containing protein,946986,,8.707283135,8.681632717,8.695871117,8.705654461,8.670220699,8.455349201,8.747736914,8.668362178,8.666513803,0.012694663,0.455047754,8.635417248,8.697610357,4.317708624,4.348805179,-0.06219311,0.06219311,0.455047754,0.455047754,0.998164659,0.998164659
NP_414776,phoE,outer membrane phosphoporin protein E,944926,NA,9.013698018,8.926070768,8.916863722,8.477594267,9.009855092,8.948491501,8.863054021,8.694534989,8.856270297,0.033031167,0.73185997,8.878983901,8.833556694,4.43949195,4.416778347,0.045427207,-0.045427207,0.73185997,0.73185997,0.998164659,0.998164659
NP_417428,yggU,UPF0235 family protein,947424,NA,8.950063932,9.077943554,9.077964874,8.910244118,9.01116443,8.742972805,8.974441722,8.889414805,8.95427628,0.014634823,0.274402287,8.90449844,9.004054119,4.45224922,4.50202706,-0.099555679,0.099555679,0.274402287,0.274402287,0.998164659,0.998164659
NP_414898,yaiS,putative PIG-L family deacetylase,946967,NA,7.489749877,7.735319221,7.621795479,8.594752522,7.445133594,8.442751,8.109604689,8.781800521,8.027613363,0.198891501,0.316544813,8.194822451,7.860404275,4.097411225,3.930202137,0.334418176,-0.334418176,0.316544813,0.316544813,0.998164659,0.998164659
NP_416994,purM,phosphoribosylaminoimidazole synthetase,946975,"GO:0003824, GO:0006139, GO:0006144, GO:0008152, GO:0016740, GO:0016787, GO:0016874, GO:0044238",8.28154093,8.300681273,8.360411538,8.431014717,8.185212432,8.64552751,8.495375886,8.372081747,8.383980754,0.021550021,0.454479692,8.424549394,8.343412115,4.212274697,4.171706057,0.081137279,-0.081137279,0.454479692,0.454479692,0.998164659,0.998164659
NP_415425,ycaO,ribosomal protein S12 methylthiotransferase accessory factor,945509,NA,6.941889156,6.769645546,6.805775671,7.435293984,6.516192458,7.369903202,7.122483358,7.481239725,7.055302887,0.100734721,0.564299575,7.122454686,6.988151089,3.561227343,3.494075545,0.134303596,-0.134303596,0.564299575,0.564299575,0.998164659,0.998164659
NP_417977,yhjB,putative DNA-binding transcriptional response regulator,948036,,9.076584542,9.353836094,9.209893718,8.537821841,9.166694037,8.920520768,9.030061331,8.68933635,8.998093585,0.063243208,0.614053262,8.951653121,9.044534049,4.475826561,4.522267024,-0.092880927,0.092880927,0.614053262,0.614053262,0.998164659,0.998164659
NP_418580,yjeM,putative transporter,948679,"GO:0005215, GO:0005886, GO:0006810, GO:0006811, GO:0006820, GO:0006865, GO:0009987, GO:0015171, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",7.897172327,8.008865318,8.034584342,7.890321801,8.077986431,7.773201596,7.989630312,7.692626629,7.920548594,0.020097513,0.477027016,7.883361242,7.957735947,3.941680621,3.978867973,-0.074374705,0.074374705,0.477027016,0.477027016,0.998164659,0.998164659
NP_415701,umuD,translesion error-prone DNA polymerase V subunit; RecA-activated auto-protease,945746,NA,8.25389031,8.335511133,8.031482329,8.358408107,8.151187431,8.237852683,8.326056523,8.257432443,8.24397762,0.016529185,0.985567683,8.24313227,8.24482297,4.121566135,4.122411485,-0.0016907,0.0016907,0.985567683,0.985567683,0.998164659,0.998164659
NP_414600,rluA,"dual specificity 23S rRNA pseudouridine(746), tRNA pseudouridine(32) synthase, SAM-dependent",946262,"GO:0003824, GO:0006139, GO:0006807, GO:0008152, GO:0009987, GO:0016070, GO:0016072, GO:0016853, GO:0016866, GO:0044085, GO:0044238, GO:0071840",7.950372863,8.059540488,7.947842839,8.521701107,8.024859044,8.22831537,7.919928521,8.826631542,8.184898972,0.086903821,0.548119398,8.249933619,8.119864324,4.12496681,4.059932162,0.130069295,-0.130069295,0.548119398,0.548119398,0.998164659,0.998164659
NP_414887,mhpT,3-hydroxyphenylpropionic transporter,944997,NA,8.439587003,8.325836079,8.423343578,8.318516933,8.416628919,8.398734283,8.381866063,8.263758682,8.371033943,0.010327972,0.875601444,8.365246987,8.376820898,4.182623494,4.188410449,-0.011573911,0.011573911,0.875601444,0.875601444,0.998164659,0.998164659
NP_416206,ydiN,"putative MFS transporter, membrane protein",946198,"GO:0005215, GO:0005886, GO:0006810, GO:0009987, GO:0016020, GO:0016021, GO:0022857, GO:0044464, GO:0051179",8.791699674,8.736714335,8.668849524,8.697061603,8.835316534,8.91754755,8.84152707,8.87116433,8.794985078,0.008806088,0.059807882,8.866388871,8.723581284,4.433194436,4.361790642,0.142807587,-0.142807587,0.059807882,0.059807882,0.998164659,0.998164659
YP_025308,katE,"catalase HPII, heme d-containing",946234,"GO:0003824, GO:0004601, GO:0005488, GO:0005622, GO:0005737, GO:0005829, GO:0006950, GO:0008152, GO:0009056, GO:0009987, GO:0016209, GO:0016491, GO:0044464, GO:0050896",8.572937728,8.561858629,8.616353874,8.383698366,8.60320069,8.446134224,8.403017715,8.536663986,8.515483151,0.013603311,0.668868245,8.497254154,8.533712149,4.248627077,4.266856075,-0.036457995,0.036457995,0.668868245,0.668868245,0.998164659,0.998164659
NP_415572,lpxL,lauryl-acyl carrier protein (ACP)-dependent acyltransferase,946216,NA,8.94544878,8.878586231,8.970945298,9.145415425,8.878671623,8.978370966,8.984793412,9.246823052,9.003631848,0.019961541,0.71920394,9.022164763,8.985098934,4.511082382,4.492549467,0.03706583,-0.03706583,0.71920394,0.71920394,0.998164659,0.998164659
NP_416662,yeiE,putative DNA-binding transcriptional regulator,946657,NA,8.948693371,8.885949853,8.845166847,8.897020227,8.855073058,8.869956192,9.011768977,9.014765653,8.916049272,0.010533525,0.562068243,8.93789097,8.894207575,4.468945485,4.447103787,0.043683396,-0.043683396,0.562068243,0.562068243,0.998164659,0.998164659
NP_418239,wzxE,O-antigen translocase,948294,"GO:0005886, GO:0006810, GO:0016020, GO:0044464, GO:0051179",7.07129957,7.129327899,7.273667097,7.89625872,6.958925512,7.707064499,7.511011543,7.649890299,7.399680642,0.094129712,0.611680664,7.456722963,7.342638322,3.728361482,3.671319161,0.114084642,-0.114084642,0.611680664,0.611680664,0.998164659,0.998164659
NP_415804,fabI,"enoyl-[acyl-carrier-protein] reductase, NADH-dependent",945870,"GO:0003824, GO:0006629, GO:0008152, GO:0008202, GO:0016491, GO:0044238",8.708472837,8.687155822,8.713763781,8.880462764,8.850008409,8.631842105,8.558999104,8.876959933,8.738458094,0.018369299,0.855091196,8.729452388,8.747463801,4.364726194,4.373731901,-0.018011413,0.018011413,0.855091196,0.855091196,0.998164659,0.998164659
NP_418666,pyrB,"aspartate carbamoyltransferase, catalytic subunit",948767,"GO:0003824, GO:0005622, GO:0005737, GO:0006139, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016740, GO:0044238, GO:0044464",9.105410731,9.26185797,9.156517906,9.918072369,8.971852155,9.770706999,9.433253944,9.540872854,9.394818116,0.092404654,0.756528606,9.429171488,9.360464744,4.714585744,4.680232372,0.068706744,-0.068706744,0.756528606,0.756528606,0.998164659,0.998164659
NP_418264,yigI,4HBT thioesterase family protein,948338,NA,9.048854811,9.078353459,9.001179582,9.218711507,8.858010408,9.403484613,9.17682006,9.177625168,9.120379951,0.027066023,0.577592469,9.153985062,9.08677484,4.576992531,4.54338742,0.067210222,-0.067210222,0.577592469,0.577592469,0.998164659,0.998164659
NP_415481,yccF,DUF307 family inner membrane protein,945594,NA,8.571091473,8.603155141,8.564197957,8.333915179,8.767682635,8.50219624,8.521209645,8.547172017,8.551327536,0.017588025,0.49634535,8.584565134,8.518089937,4.292282567,4.259044969,0.066475197,-0.066475197,0.49634535,0.49634535,0.998164659,0.998164659
NP_416275,gdhA,"glutamate dehydrogenase, NADP-specific",946802,"GO:0003824, GO:0006520, GO:0008152, GO:0009063, GO:0016491, GO:0044238",8.868851748,8.787003693,8.859583615,8.878874606,8.908384294,8.902341782,8.904286768,9.010761276,8.890010973,0.00890756,0.245722548,8.93144353,8.848578416,4.465721765,4.424289208,0.082865114,-0.082865114,0.245722548,0.245722548,0.998164659,0.998164659
NP_414750,rnhA,"ribonuclease HI, degrades RNA of DNA-RNA hybrids",946955,"GO:0003824, GO:0004518, GO:0004521, GO:0006139, GO:0006259, GO:0006260, GO:0006401, GO:0006807, GO:0008152, GO:0009056, GO:0009058, GO:0009987, GO:0016070, GO:0016787, GO:0016788, GO:0044238",9.208580904,9.221263336,9.218363553,9.086878083,9.153259308,9.238551152,9.205209514,9.178732135,9.188854748,0.009236314,0.884374907,9.193938027,9.183771469,4.596969014,4.591885735,0.010166558,-0.010166558,0.884374907,0.884374907,0.998164659,0.998164659
NP_415336,opgE,OPG biosynthetic transmembrane phosphoethanolamine transferase,945360,"GO:0003824, GO:0005886, GO:0005975, GO:0005976, GO:0006629, GO:0008152, GO:0009058, GO:0009987, GO:0016020, GO:0016740, GO:0044238, GO:0044464",8.593057327,8.359569153,8.275922751,8.87818755,8.204709332,8.507855966,8.447855762,8.636671421,8.487978657,0.042607531,0.608686149,8.44927312,8.526684195,4.22463656,4.263342098,-0.077411075,0.077411075,0.608686149,0.608686149,0.998164659,0.998164659
NP_418236,rffH,glucose-1-phosphate thymidylyltransferase,948299,"GO:0003676, GO:0003743, GO:0003824, GO:0005083, GO:0005085, GO:0005488, GO:0005515, GO:0005975, GO:0005976, GO:0005977, GO:0005996, GO:0006412, GO:0006629, GO:0006644, GO:0008135, GO:0008152, GO:0016740, GO:0016779, GO:0019538, GO:0030234, GO:0044238, GO:0045182, GO:0003723, GO:0006417, GO:0006796, GO:0050789, GO:0050790, GO:0065007, GO:0065009",8.533454271,8.607625182,8.741015346,8.635752433,8.735654164,8.670669801,8.706575615,8.710366546,8.66763917,0.010093069,0.310404299,8.705816531,8.629461808,4.352908266,4.314730904,0.076354723,-0.076354723,0.310404299,0.310404299,0.998164659,0.998164659
NP_418275,udp,uridine phosphorylase,948987,"GO:0003824, GO:0004645, GO:0006139, GO:0006206, GO:0008152, GO:0016740, GO:0016757, GO:0044238",8.663309426,8.612680045,8.550957524,8.870221292,8.524928864,8.964605337,8.746573508,9.174136555,8.763426569,0.039823106,0.238189456,8.852561066,8.674292072,4.426280533,4.337146036,0.178268994,-0.178268994,0.238189456,0.238189456,0.998164659,0.998164659
NP_415967,mcbR,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",946014,"GO:0003824, GO:0006520, GO:0006778, GO:0006807, GO:0008152, GO:0008483, GO:0016740, GO:0044238",7.957156962,8.008871042,7.968424027,7.903180888,7.855402183,7.824152469,8.014880192,7.749323183,7.910173868,0.012192844,0.238950737,7.860939507,7.95940823,3.930469753,3.979704115,-0.098468723,0.098468723,0.238950737,0.238950737,0.998164659,0.998164659
NP_416742,glpQ,periplasmic glycerophosphodiester phosphodiesterase,946725,"GO:0003824, GO:0006629, GO:0008081, GO:0008152, GO:0016787, GO:0016788, GO:0016874, GO:0044238",8.652880666,8.514576629,8.514069205,8.61165843,8.240772803,8.69782768,8.814999669,8.734640618,8.597678213,0.0313532,0.705979231,8.622060193,8.573296232,4.311030096,4.286648116,0.04876396,-0.04876396,0.705979231,0.705979231,0.998164659,0.998164659
NP_418555,cadA,"lysine decarboxylase, acid-inducible",948643,"GO:0003824, GO:0006520, GO:0006778, GO:0006807, GO:0008152, GO:0008483, GO:0016740, GO:0044238",9.471257162,9.473085529,9.38827893,9.357620899,9.281829051,9.105896293,9.470815269,9.214845591,9.34545359,0.016358099,0.122330236,9.268346551,9.42256063,4.634173275,4.711280315,-0.154214079,0.154214079,0.122330236,0.122330236,0.998164659,0.998164659
NP_416601,yegT,"nucleoside transporter, low affinity",946638,NA,8.377106684,8.341967762,8.402380931,8.406753392,8.377171147,8.538453956,8.393653566,8.222264633,8.382469009,0.01325548,0.992053206,8.382885825,8.382052192,4.191442913,4.191026096,0.000833633,-0.000833633,0.992053206,0.992053206,0.998336796,0.998336796
NP_418461,malM,maltose regulon periplasmic protein,948547,,7.871193476,8.090162503,8.206265346,8.45480702,8.056597228,8.537816812,8.090910678,8.186568176,8.186790155,0.043229597,0.681371758,8.217973224,8.155607086,4.108986612,4.077803543,0.062366137,-0.062366137,0.681371758,0.681371758,0.998164659,0.998164659
NP_417275,ygdH,UPF0717 family protein,947266,NA,8.431132322,8.597221197,8.429966578,8.940606575,8.502656373,8.668612564,8.454462974,8.707704432,8.591545377,0.031744411,0.899457229,8.583359086,8.599731668,4.291679543,4.299865834,-0.016372582,0.016372582,0.899457229,0.899457229,0.998164659,0.998164659
NP_418484,yjcB,putative inner membrane protein,948569,,8.345312475,8.289041449,8.363467319,8.498388348,8.280982919,8.472919935,8.514258236,8.682573101,8.430867973,0.019079924,0.274570704,8.487683548,8.374052398,4.243841774,4.187026199,0.11363115,-0.11363115,0.274570704,0.274570704,0.998164659,0.998164659
YP_026254,wecC,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,948977,"GO:0003824, GO:0005975, GO:0005976, GO:0006091, GO:0006139, GO:0006629, GO:0006796, GO:0006807, GO:0008152, GO:0009058, GO:0009987, GO:0016491, GO:0022904, GO:0044238, NA",9.096829272,9.032818646,9.116797258,8.756893756,9.15522969,9.158726077,9.158552958,8.661646955,9.017186827,0.037107836,0.815631724,9.03353892,9.000834733,4.51676946,4.500417367,0.032704187,-0.032704187,0.815631724,0.815631724,0.998164659,0.998164659
NP_416224,btuD,vitamin B12 ABC transporter ATPase,945751,"GO:0003824, GO:0005215, GO:0005975, GO:0006520, GO:0006796, GO:0006810, GO:0006817, GO:0006865, GO:0008152, GO:0008643, GO:0016787, GO:0022857, GO:0042626, GO:0044238, GO:0051179",8.871557184,9.038663323,9.062772376,8.988472453,9.012012026,9.021385854,8.951108484,9.023593727,8.996195678,0.01019321,0.87388155,9.002025023,8.990366334,4.501012511,4.495183167,0.011658689,-0.011658689,0.87388155,0.87388155,0.998164659,0.998164659
NP_417290,csdA,cysteine sulfinate desulfinase,947275,"GO:0003824, GO:0006520, GO:0006790, GO:0008152, GO:0008652, GO:0016829, GO:0044238, NA",9.445092158,9.279177927,9.277052379,9.275128723,9.020240082,9.634278383,9.472720047,9.38901544,9.349088142,0.032257851,0.648117225,9.379063488,9.319112797,4.689531744,4.659556398,0.059950691,-0.059950691,0.648117225,0.648117225,0.998164659,0.998164659
NP_418301,yihA,cell division GTP-binding protein,948358,NA,8.582145331,8.658691563,8.642403477,8.546636233,8.492892504,8.609213687,8.592025136,8.619093492,8.592887678,0.009422781,0.680902103,8.578306205,8.607469151,4.289153102,4.303734576,-0.029162946,0.029162946,0.680902103,0.680902103,0.998164659,0.998164659
NP_418482,uvrA,ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC,948559,"GO:0003824, GO:0005215, GO:0006810, GO:0016787, GO:0022857, GO:0042626, GO:0008152, GO:0051179",8.341560897,8.354095667,8.385512659,8.214007527,8.413792582,8.447012623,8.33766409,8.292018369,8.348208052,0.010950238,0.525841533,8.372621916,8.323794187,4.186310958,4.161897094,0.048827728,-0.048827728,0.525841533,0.525841533,0.998164659,0.998164659
